STOREID,BARCODE,QTY_MARKDOWN,CURRENT_PRICE,ORIGINAL_PRICE
A836,0000010449356,3,3.5,3.5
A621,0000011401292,25,0.79,0.79
A185,9770963402166,5,2.65,2.65
A698,5012035972035,17,0.89,0.89
A566,0000080954552,10,0.39,0.39
A595,0000010367681,20,1.99,1.99
A278,0000011348375,4,5.99,5.99
A782,5061058241307,11,2.99,2.99
A209,5050360016826,11,1.15,1.15
A726,0000010409619,4,2.99,2.99
A374,5015088903186,16,2.99,2.99
A110,9770307019098,19,3.2,3.2
A621,9771367059116,11,2.25,2.25
A708,5034934827049,10,0.69,0.69
A762,5034934827858,25,0.99,0.99
A836,0000059032823,20,4.49,4.49
A174,0615908430813,22,1.69,1.69
A338,8700216969451,21,4.99,4.99
A683,0000010452097,3,3.99,3.99
A365,5016451864332,1,0.4,0.4
A565,5055967335417,11,4.99,4.99
A168,5060123606645,21,1.59,1.59
A722,0194735309818,14,9.99,9.99
A759,0194735183647,9,7.99,7.99
A694,5000237130032,1,2.35,2.35
A153,8720182782304,3,6.49,6.49
A854,8721201945526,2,1.19,1.19
A398,9770961878123,13,2.15,2.15
A732,8006540547229,11,3.29,3.29
A669,5034934829791,18,0.79,0.79
A689,4060800103314,7,1,1
A795,5449000006561,12,0.35,0.35
A424,5000159551694,12,0.75,0.75
A302,9770307586231,8,2.2,2.2
A267,9770963759321,24,3,3
A41,0000011500797,7,10,10
A744,9771744598146,24,2.5,2.5
A145,0000010343692,23,0.49,0.49
A747,9770966303071,23,3,3
A770,5025840003986,11,1.29,1.29
A87,4008429138331,5,4.75,4.75
A753,8717191535977,12,1.99,1.99
A338,5031416451013,20,0.89,0.89
A348,9770967309454,17,2.5,2.5
A187,0000010363539,15,1.49,1.49
A292,9771748839252,20,2.25,2.25
A269,0000010549087,18,19.99,19.99
A801,5410693100553,25,5.49,5.49
A128,0000010418956,4,12.99,12.99
A390,0000010367285,5,2.99,2.99
A144,5000112673630,14,0.29,0.29
A71,0000010546383,3,1.49,1.49
A752,0000011434085,18,7,7
A827,5061015253688,25,0.99,0.99
A318,6221134013740,4,1.49,1.49
A390,0000014449949,25,6,6
A575,7613033487002,22,1.85,1.85
A883,9770307521034,2,2.25,2.25
A147,5060944461768,19,2.49,2.49
A301,5012797002018,10,2.79,2.79
A569,5010338015886,7,1.89,1.89
A230,0000010419830,14,99.99,99.99
A139,0818786019716,22,1.99,1.99
A298,0000011480860,7,19.99,19.99
A107,0000011340324,11,5.99,5.99
A719,8698655911806,24,2.49,2.49
A256,5000168007014,9,0.99,0.99
A113,5028141033232,24,2.49,2.49
A240,0000012322381,15,4.99,4.99
A188,5000328015903,16,1.95,1.95
A573,5038581029429,17,0.79,0.79
A591,0843536183072,16,2.49,2.49
A284,5056264704029,21,4.99,4.99
A409,4038033107164,2,3.99,3.99
A14,9770962164126,20,2.6,2.6
A760,0000014383267,20,15,15
A559,5000382035503,9,3.49,3.49
A729,8710447373224,9,3.49,3.49
A358,5010038486016,20,1.39,1.39
A311,4060800103314,23,1.25,1.25
A335,5034934827773,3,0.99,0.99
A770,0000011322344,5,1.49,1.49
A8469,0000010447161,20,1.49,1.49
A209,4000388177000,6,1.49,1.49
A793,5034934827391,15,0.69,0.69
A253,0000010469880,3,0.79,0.79
A310,9781788244268,18,0.79,0.79
A793,0000010501399,16,6.99,6.99
A11,5059001023919,8,12.99,12.99
A185,0000010419229,12,9.99,9.99
A82,9770961878949,17,2.15,2.15
A304,5000328035529,9,1.75,1.75
A8147,8715000934720,19,1.45,1.45
A280,0000013512323,12,0.99,0.99
A782,0000010148587,7,0.99,0.99
A287,0000010323434,17,0.79,0.79
A239,5054267015654,21,1.75,1.75
A653,7622201386597,6,0.99,0.99
A24,8718951683952,23,0.99,0.99
A71,0000010515198,2,19.99,19.99
A867,8700216724807,7,3.99,3.99
A638,9770307521461,14,3.25,3.25
A932,5000328760810,3,1.95,1.95
A788,5010996161819,14,19.99,19.99
A938,9771756625847,16,4.99,4.99
A381,5000295166189,3,2.19,2.19
A428,9771744033746,10,2.15,2.15
A840,5034934828268,25,0.69,0.69
A165,0000011434191,13,7,7
A384,5000157076571,10,0.59,0.59
A553,9770957623065,19,1.9,1.9
A224,5000159551694,5,0.75,0.75
A316,5033996017948,4,0.29,0.29
A349,8410261608532,25,1.89,1.89
A652,5056239472281,6,0.99,0.99
A846,5010994104474,6,5.99,5.99
A312,9770307019081,7,3.2,3.2
A781,4005800325328,14,2.99,2.99
A162,5000328035949,4,1.95,1.95
A708,5060903878071,4,1.29,1.29
A805,5000204365122,1,2.25,2.25
A219,0000010677476,7,3.99,3.99
A690,5012583212492,25,4.49,4.49
A730,5015077224490,6,3.99,3.99
A112,0000012465972,18,3.99,3.99
A941,5060992822580,17,0.99,0.99
A722,0000010325216,25,1.29,1.29
A731,5021778709051,11,0.99,0.99
A724,0000012341948,2,1.5,1.5
A475,0000010342985,13,7.99,7.99
A461,0000014328855,15,1.5,1.5
A129,5010102343238,19,0.39,0.39
A50,0000010397558,2,6.99,6.99
A389,5028141034239,11,2.49,2.49
A29,5000159557405,2,0.75,0.75
A699,0000011348375,16,5.99,5.99
A730,9771744598061,8,3,3
A194,0000010340349,25,1.99,1.99
A176,0000010328644,10,10,10
A400,9770262304437,16,1.2,1.2
A808,8720181511240,15,2.99,2.99
A255,0000011447351,3,14,14
A417,5034934826936,18,0.99,0.99
A406,9770956806414,16,1.8,1.8
A329,5000328031835,13,1.95,1.95
A415,9771756625847,10,4.99,4.99
A396,5017353506337,19,2.29,2.29
A215,9770960357346,18,1.95,1.95
A766,5025514005575,17,3.49,3.49
A173,0000010358733,20,1.49,1.49
A383,8888056577781,23,1.39,1.39
A261,0000010468487,2,0.99,0.99
A438,5000159409865,18,0.75,0.75
A107,5449000052926,5,0.79,0.79
A160,9770043724379,6,6.25,6.25
A770,5099823010681,18,1.29,1.29
A386,9770951862323,19,5.99,5.99
A580,9772051886230,18,2,2
A641,9770307017421,4,1.8,1.8
A792,0000010376508,9,0.29,0.29
A703,4000539363108,3,0.89,0.89
A818,0798713200014,13,0.69,0.69
A678,9770961878949,20,1.2,1.2
A614,0000090415432,14,1.39,1.39
A63,0811748033249,10,1.99,1.99
A429,3616302484232,16,1.99,1.99
A727,5012924076875,14,11.99,11.99
A792,5060772361179,6,2.99,2.99
A282,9771476512137,13,2.2,2.2
A757,9771741340342,8,2.15,2.15
A113,5034934841762,22,0.79,0.79
A283,5012427691001,17,1.95,1.95
A359,8436575096148,20,0.29,0.29
A444,5034934827469,21,0.69,0.69
A795,0630996149515,20,4.99,4.99
A664,0000010388112,1,4.99,4.99
A215,0000013358839,25,1.99,1.99
A355,5059001017345,15,6.49,6.49
A424,5060608748556,25,3.29,3.29
A423,9772058712006,22,6.99,6.99
A869,0192995429918,21,6.99,6.99
A333,9772051886421,23,2,2
A757,9770961878031,19,1.2,1.2
A417,5010305053170,9,2.89,2.89
A381,5060420337952,19,0.99,0.99
A650,7622201765446,2,1.69,1.69
A830,0000010505021,19,3.99,3.99
A257,9770966321266,24,3.3,3.3
A706,9771750981086,8,3.2,3.2
A610,5060476290799,14,1.25,1.25
A229,8888056700929,19,0.99,0.99
A828,8421134080928,22,6.99,6.99
A321,5060767487709,20,1.99,1.99
A167,5060539074939,10,0.99,0.99
A261,7610400070577,11,1.59,1.59
A243,9770307017230,7,1.8,1.8
A195,8593893782013,16,0.79,0.79
A583,5449000276025,10,0.49,0.49
A195,9770262304116,9,1.2,1.2
A317,5021538001241,15,1.09,1.09
A723,8008743059882,20,0.49,0.49
A790,0000010382080,16,4.99,4.99
A742,9771467702233,11,0.85,0.85
A139,7613034872616,7,1.66,1.66
A592,7622210881519,1,2.49,2.49
A679,5053990177684,8,1.39,1.39
A144,9770961100125,23,3.4,3.4
A675,0000014465994,4,5,5
A562,0000014341977,9,1,1
A63,0192995229877,22,4.99,4.99
A301,0000011685623,9,0.99,0.99
A411,5000177498339,4,0.29,0.29
A272,9770960357452,18,1.95,1.95
A787,5060772360196,9,3.99,3.99
A313,5057172692682,13,9.99,9.99
A686,5024996923674,20,7.99,7.99
A587,5056683103694,25,1.29,1.29
A939,8722900043483,23,0.99,0.99
A881,9770962164348,10,2.6,2.6
A413,0000010414828,3,4.99,4.99
A761,0000010356555,19,310.78,310.78
A399,0000013740115,6,5,5
A769,0000012364213,2,1,1
A416,5037028275115,4,4.99,4.99
A344,0083078004897,24,1.69,1.69
A816,9421018071294,18,6.99,6.99
A277,5010214888061,23,7.99,7.99
A155,0000010375907,14,1.49,1.49
A86,0000013525637,22,6,6
A197,5055918659661,18,1.79,1.79
A142,5391509282581,9,3.89,3.89
A798,5024993732361,18,0.99,0.99
A686,0000010528525,23,1.59,1.59
A372,5029115011638,20,0.99,0.99
A807,9771744033647,1,2.15,2.15
A220,5034934828442,5,0.69,0.69
A740,8436575095011,13,1.49,1.49
A365,9770967309454,24,2.5,2.5
A175,0000010343081,21,4.99,4.99
A429,0630996149515,20,4.99,4.99
A296,0000010397336,1,0.99,0.99
A59,0000010183724,7,9.99,9.99
A785,5011309141917,17,1.19,1.19
A191,5034934829982,18,0.79,0.79
A897,0000096182529,6,0.29,0.29
A242,0000010096727,4,69.99,69.99
A114,5059001023964,25,3.99,3.99
A134,0000010723333,23,8,8
A171,9770957623263,9,1.9,1.9
A327,0000010375716,10,1,1
A285,5037028275016,9,4.99,4.99
A870,5010338015886,18,1.89,1.89
A585,0000010355107,1,2.49,2.49
A319,0619232005549,21,0.59,0.59
A359,5050028381952,7,12.99,12.99
A438,0000011413974,5,1.99,1.99
A746,9771353433036,19,3.2,3.2
A854,0000011431046,10,6,6
A436,5900951313226,10,1.75,1.75
A308,0000012382699,9,1,1
A300,5000159571333,25,2.49,2.49
A897,8445290750426,11,2.49,2.49
A739,0000010469842,10,0.79,0.79
A16,0000012339952,12,6,6
A620,0000010340349,19,1.99,1.99
A406,5011417561935,9,1.95,1.95
A302,5011157995311,8,0.69,0.69
A930,0000011905165,24,6.99,6.99
A325,0000010348369,11,9.99,9.99
A128,5013692253512,19,0.69,0.69
A255,5000328031835,17,1.95,1.95
A8208,5015934734216,18,1.99,1.99
A873,9770958575158,12,2.4,2.4
A241,9771350069023,22,3.2,3.2
A61,0000015521835,16,6,6
A205,0000013467111,23,5,5
A776,5997523314804,18,0.95,0.95
A238,0000010865101,2,1.49,1.49
A377,0000010088357,2,3.99,3.99
A631,0072417202667,4,0.99,0.99
A215,0000010344422,15,0.79,0.79
A8147,5034934827391,5,0.69,0.69
A703,0000010382042,17,9.99,9.99
A231,8720181780608,16,5.99,5.99
A739,9770967309010,3,2.5,2.5
A790,0000010341971,15,1,1
A707,0000011401322,7,2.99,2.99
A862,5060185511581,7,1.89,1.89
A317,8001090369079,8,2.99,2.99
A430,0000010786895,3,1.11,1.11
A404,0000010421840,8,29.99,29.99
A8147,0000010562505,10,0.69,0.69
A155,5999565270469,9,0.69,0.69
A8563,9772051886476,22,2.3,2.3
A112,5034934826585,24,0.29,0.29
A381,9770956808074,20,3,3
A667,5059001023902,25,2.99,2.99
A41,8700216928854,18,2.99,2.99
A636,9771744598252,14,2.5,2.5
A468,5000237128459,16,2.95,2.95
A594,9771353437041,13,3.2,3.2
A57,8411582889631,15,2.99,2.99
A752,0000012395170,8,12,12
A749,5060146326667,3,4.99,4.99
A268,7613033733406,15,0.85,0.85
A635,5060944461539,3,2.49,2.49
A750,5010153871704,25,1.75,1.75
A365,5011309131215,22,2.49,2.49
A802,0000010341841,19,9.99,9.99
A357,0000010421659,16,39.99,39.99
A208,9771750981055,15,3.2,3.2
A50,8421134909069,18,2.49,2.49
A761,9770963759314,20,3,3
A8063,5034934827636,2,0.69,0.69
A760,5010238014316,8,2.49,2.49
A717,0000010339725,12,0.02,0.02
A457,0071100005509,2,3.49,3.49
A792,5000157076410,2,2.69,2.69
A589,8700216682534,8,9.49,9.49
A590,5060061270120,8,0.95,0.95
A478,5013634021193,13,1.99,1.99
A150,0000012462964,14,3.5,3.5
A639,8445291465503,14,0.79,0.79
A414,0734077645238,7,0.29,0.29
A135,9771746706211,14,1.9,1.9
A433,5941000031920,23,1.85,1.85
A460,9772051886223,23,2,2
A761,0000010456323,15,6,6
A805,5014379025415,14,14.99,14.99
A164,0000010801512,10,2.99,2.99
A329,4000539363108,4,0.89,0.89
A819,5013427013756,2,1.85,1.85
A161,3614222586357,8,0.99,0.99
A126,5060083167378,20,0.89,0.89
A246,0000054491069,4,0.49,0.49
A737,0000011890218,6,4.99,4.99
A278,4060800001771,4,1.49,1.49
A699,0000010660997,15,1.99,1.99
A89,0000020323202,1,1.49,1.49
A16,5056369125033,15,1.19,1.19
A370,5060944462475,7,2.49,2.49
A401,0000010221976,25,1.49,1.49
A829,0000010120279,15,1.29,1.29
A460,4062139017478,5,7.49,7.49
A774,0000010462966,11,3.5,3.5
A851,9770966321266,21,3.3,3.3
A212,5055394026131,19,1.99,1.99
A360,5000237130674,20,2.75,2.75
A82,0000012395255,13,8,8
A190,8712566140688,15,0.65,0.65
A252,6920714802988,12,1.99,1.99
A316,0000010724743,24,1.99,1.99
A8469,8720181466434,14,1.49,1.49
A456,5000204379235,6,3.99,3.99
A278,8412497405329,21,1.99,1.99
A790,0000010348413,7,24.99,24.99
A128,0000010348420,25,12.99,12.99
A278,9771744598269,19,3,3
A603,5000221609346,11,2.99,2.99
A152,5060868950652,22,1.79,1.79
A318,9771750958149,2,2.4,2.4
A294,0000011557661,8,1.99,1.99
A8063,0000010379530,14,0.02,0.02
A353,8001090593528,17,2.49,2.49
A348,0000010084892,9,0.99,0.99
A137,3600524230531,1,3.25,3.25
A311,5059321007385,23,1.99,1.99
A365,5055967501126,25,3.99,3.99
A179,9772753496010,21,6.99,6.99
A107,5028184030007,12,2.99,2.99
A391,0000010385357,12,5.99,5.99
A50,8593893787964,14,3.99,3.99
A195,5010052114018,10,0.49,0.49
A213,3030055914363,2,2.99,2.99
A681,0000010418543,24,5.99,5.99
A799,5012583212492,24,4.49,4.49
A312,5000168210728,20,1.25,1.25
A815,5010153869213,15,3.29,3.29
A387,0192995217942,12,4.99,4.99
A436,5060080674947,15,0.89,0.89
A620,5022825002576,24,1.85,1.85
A590,0000010085806,17,4.99,4.99
A8208,0000772333085,5,1.49,1.49
A255,0000010341773,5,14.99,14.99
A225,5029066051325,20,0.99,0.99
A307,0000011328865,7,2,2
A933,9770963755224,1,2.9,2.9
A763,5031413934922,20,0.39,0.39
A231,5010134919883,8,6.99,6.99
A140,5059001021687,17,3.99,3.99
A151,5034934826974,20,0.69,0.69
A148,0000012382699,13,1,1
A258,0000012339976,14,3.99,3.99
A409,5013634021025,21,1.99,1.99
A338,0000010385135,11,0.99,0.99
A772,9770307588235,8,2.2,2.2
A379,5060944462079,13,1.59,1.59
A825,5061025480845,13,2.49,2.49
A428,0000012367795,20,1.49,1.49
A8448,5010052115992,16,0.95,0.95
A308,0000010737415,23,0.69,0.69
A459,0000010536094,25,3,3
A697,5060944462048,17,1.59,1.59
A302,5201309608019,1,1.99,1.99
A745,0000011380795,1,3.99,3.99
A400,5000354919077,12,1.19,1.19
A930,0000010380628,10,1.49,1.49
A611,5055967500877,22,7.69,7.69
A286,0000010326688,11,8,8
A320,8718641992425,3,0.29,0.29
A943,9771751627761,18,2.4,2.4
A329,5012035985417,18,0.59,0.59
A697,0000010549018,12,3.99,3.99
A432,0000010401606,4,4.99,4.99
A638,3614222586371,5,1.99,1.99
A444,9770960357322,2,1.95,1.95
A859,9771750958316,10,2.4,2.4
A169,9770307017063,8,2.6,2.6
A211,9770956806315,25,1.8,1.8
A203,8721077565682,20,1.99,1.99
A185,6937643568014,5,0.29,0.29
A814,5997523314804,10,0.95,0.95
A292,5016805011818,2,0.99,0.99
A412,5000325056183,3,2.79,2.79
A63,5025840002347,20,0.99,0.99
A796,5000328238807,12,1.95,1.95
A697,5010029229202,1,2.79,2.79
A280,3614222586357,18,0.99,0.99
A790,5000382125105,15,0.99,0.99
A675,8001090364203,10,0.99,0.99
A834,0000010889954,7,1.99,1.99
A359,0000010527160,21,1.79,1.79
A189,0000010414828,1,0.5,0.5
A782,0000010027080,5,1.19,1.19
A766,0000012381104,16,9,9
A122,9771460182742,9,3.45,3.45
A451,0000010443323,9,356.37,356.37
A932,5011348010090,5,1.29,1.29
A194,0000010780305,2,0.99,0.99
A109,5060093669527,15,3.49,3.49
A347,5037331032047,10,0.69,0.69
A880,9770307588020,13,2.2,2.2
A583,0000013834845,3,6,6
A331,5998749125564,10,0.95,0.95
A206,0000010527221,2,1.49,1.49
A604,0000010504697,17,1.99,1.99
A795,8711148411666,7,0.29,0.29
A134,0000010632079,10,1.79,1.79
A35,9770957375353,19,2.5,2.5
A260,0000010383261,5,15,15
A326,0000011910671,19,4.99,4.99
A63,9771367059048,2,2.25,2.25
A198,0000010554388,2,1.29,1.29
A467,5000242451559,4,3.35,3.35
A821,4894680029705,10,2.49,2.49
A717,5011417572269,13,2.49,2.49
A274,5021538011394,14,0.89,0.89
A153,0000012463343,8,4.5,4.5
A231,5900649077959,19,0.89,0.89
A285,9770307588051,11,2.2,2.2
A249,0000011381082,9,15,15
A563,9770957375162,9,2.5,2.5
A243,5060260650273,11,3.99,3.99
A332,5060944461560,13,2.49,2.49
A155,0000010980620,20,1.99,1.99
A432,9770307017025,10,1.8,1.8
A145,0000010398067,16,2.49,2.49
A368,5011309113211,1,2.99,2.99
A741,4009900552813,16,0.99,0.99
A213,9771366780448,17,2.25,2.25
A675,0000010531969,19,2.99,2.99
A718,8414227693211,5,1.99,1.99
A551,0000010468623,23,1.99,1.99
A459,0000012521722,14,6,6
A615,9771741340038,4,2.15,2.15
A744,9770307364662,20,3,3
A678,9770262026902,15,2.75,2.75
A662,0035051120674,4,4.99,4.99
A447,0000013359911,11,12,12
A772,5000237130056,17,2.25,2.25
A8448,0000010423059,14,2.99,2.99
A428,4060800178015,9,1.25,1.25
A82,5000328037912,25,1.59,1.59
A436,0000010843994,10,4.99,4.99
A570,5060133374879,9,0.89,0.89
A646,4060800178015,16,1.25,1.25
A699,8056379126799,13,1.99,1.99
A438,4063528060884,20,1.79,1.79
A873,5011417563687,12,2.69,2.69
A115,5011309090710,7,1.19,1.19
A303,5016910903626,9,4.99,4.99
A394,8901396161202,2,1.09,1.09
A205,0043194354405,21,0.49,0.49
A877,5060903877982,2,1.99,1.99
A23,5449000341358,13,3.49,3.49
A223,9770961878260,13,2.15,2.15
A880,5056369126979,24,0.99,0.99
A81,9770307575198,19,2.95,2.95
A357,9771479234364,6,2.8,2.8
A109,0000011340249,12,3.99,3.99
A816,5034934827247,22,0.69,0.69
A683,0811748031313,6,0.49,0.49
A317,0000010545577,9,2.99,2.99
A215,0000010809105,22,24.99,24.99
A769,5034934827087,13,0.99,0.99
A701,5024996923643,10,4.99,4.99
A210,4005800325328,8,2.99,2.99
A203,5013427011837,15,1.75,1.75
A479,0000010433355,6,9.99,9.99
A303,9771353432008,12,3.15,3.15
A802,8001841542430,15,2.19,2.19
A266,5056192409515,7,0.39,0.39
A570,9770307586446,15,2.2,2.2
A862,0000010521373,9,0.99,0.99
A197,0000010615249,9,1.49,1.49
A234,5010153712557,8,2.59,2.59
A782,5060938983252,10,1.99,1.99
A723,9771353234169,8,3.2,3.2
A411,0000010236291,18,0.49,0.49
A379,0000010723203,13,12,12
A941,9770963402227,3,2.65,2.65
A104,3614222586371,23,1.99,1.99
A471,5012427074804,24,2,2
A399,8445291346024,2,1.99,1.99
A215,9770962500030,24,3.2,3.2
A782,5039388088848,4,1.99,1.99
A200,5034934827421,1,0.69,0.69
A620,5000108170938,10,1.99,1.99
A739,0000010513132,5,0.01,0.01
A274,8720181592713,10,1.49,1.49
A565,0630996243060,7,4.99,4.99
A619,0000010503683,22,377.37,377.37
A253,0191726915775,1,9.99,9.99
A225,4000349310026,7,0.29,0.29
A176,5034934828145,15,0.99,0.99
A360,5060305461550,15,1.79,1.79
A831,0000014864346,23,13,13
A86,5038581020129,19,0.79,0.79
A354,5012583204398,7,3.99,3.99
A552,7290102259571,11,1.99,1.99
A189,9770307586057,15,2.2,2.2
A763,9770956805165,15,2.7,2.7
A394,5012874212279,25,10.99,10.99
A688,5015077598768,24,3.99,3.99
A697,5023674212154,18,1.99,1.99
A68,5060772361674,18,2.99,2.99
A787,9771479234364,19,2.8,2.8
A380,5060903870341,13,1.99,1.99
A293,5011417575161,6,2.29,2.29
A375,8721073607188,8,0.39,0.39
A370,5031416451426,24,0.89,0.89
A179,5034934828060,3,0.29,0.29
A387,5061048012276,18,0.99,0.99
A816,0000010346433,24,1.49,1.49
A435,5701390670174,24,0.49,0.49
A831,3574661369020,24,5.99,5.99
A157,5099556026126,12,1.25,1.25
A730,5032678016545,4,1.59,1.59
A238,8720181044786,20,2.99,2.99
A612,9770262304055,24,1.2,1.2
A879,7613033733420,25,0.85,0.85
A705,0000010541555,24,0.02,0.02
A752,8421134909076,2,2.49,2.49
A167,5054267014671,2,1.99,1.99
A696,0000011367680,4,1.99,1.99
A756,0000012864348,17,13,13
A181,8693323733223,15,0.29,0.29
A938,5000161030163,14,4.59,4.59
A804,0000010723203,21,12,12
A376,5055918649006,25,3.29,3.29
A639,0000011329831,10,1.49,1.49
A565,5034934828459,25,0.69,0.69
A642,9770307521157,14,2.25,2.25
A314,8720964893099,12,0.59,0.59
A821,3030056911514,8,1.99,1.99
A455,5000382124665,2,0.99,0.99
A451,5900951314933,23,2.19,2.19
A100,5034934827087,20,0.99,0.99
A243,0840056146419,10,0.49,0.49
A428,9771362288306,20,4.6,4.6
A353,5060146326667,18,0.42,0.42
A422,0000010663622,11,4.99,4.99
A772,8700216928854,19,2.99,2.99
A793,9770960357162,6,1.95,1.95
A590,0000010468487,24,0.99,0.99
A251,8711148417330,20,0.29,0.29
A423,0604565836021,9,0.69,0.69
A644,5050083344756,3,0.79,0.79
A112,5060944461102,14,1.79,1.79
A718,0000010343708,24,1.99,1.99
A381,5061051401456,8,0.99,0.99
A649,5000328033266,20,0.99,0.99
A211,0000011518211,4,16,16
A160,0000010602720,18,0.65,0.65
A408,4060800103307,6,1.49,1.49
A626,9772752615962,12,5.5,5.5
A806,8700216726412,14,9.99,9.99
A576,5050028382003,12,0.79,0.79
A219,0000010545874,2,3.99,3.99
A455,5410765003058,25,4.49,4.49
A296,5060056487939,13,0.49,0.49
A137,0000010465868,15,7.99,7.99
A394,5012427290808,20,2,2
A24,5016805011818,5,0.99,0.99
A583,9771741340335,16,2.15,2.15
A857,0194735245246,22,1.49,1.49
A292,0641628007257,24,11.99,11.99
A729,5012035998745,13,0.59,0.59
A156,5054267000452,5,2.35,2.35
A829,5013919004699,7,3.49,3.49
A807,9772059182938,15,7.5,7.5
A652,0000010700129,24,1.25,1.25
A50,0194735116553,13,1.99,1.99
A622,0000010724743,20,1.99,1.99
A566,5060338920925,10,0.59,0.59
A602,0884486499936,9,3.49,3.49
A226,7613033733642,4,0.85,0.85
A835,9771366780455,20,2.25,2.25
A155,5012035958893,21,3.99,3.99
A614,5034934828237,12,0.69,0.69
A203,0000001262759,12,0.99,0.99
A377,5034934830049,13,0.79,0.79
A415,0000011408147,17,7.99,7.99
A457,3600524186319,15,7.49,7.49
A308,0000011000198,6,3.99,3.99
A37,5056709801016,1,0.29,0.29
A139,0000010413791,14,0.99,0.99
A854,5016910903602,20,2.49,2.49
A8448,9770951862293,1,5.99,5.99
A796,9771352688468,16,2.9,2.9
A465,0000011780304,19,1.49,1.49
A123,0000010815533,5,14.99,14.99
A369,5010993461875,22,5.99,5.99
A467,9770957623232,6,1.2,1.2
A267,9770307017216,5,1.8,1.8
A93,9771366780158,5,2.25,2.25
A467,5028141035588,24,3.39,3.39
A236,7613036080118,23,1.85,1.85
A368,5011417593271,7,2.99,2.99
A696,5010038483992,1,3.99,3.99
A219,0000010387764,21,4.99,4.99
A315,5000237134580,20,1.65,1.65
A124,0000050204649,18,1.39,1.39
A802,0071662106737,25,0.79,0.79
A705,9771367059314,21,2.25,2.25
A829,5011309141412,24,1.99,1.99
A451,0083800068067,24,0.29,0.29
A284,0000010250457,25,3.29,3.29
A718,5060517883607,14,1.49,1.49
A331,0000010032329,3,3.25,3.25
A268,0602581046684,4,2.99,2.99
A393,9770956159299,6,4.8,4.8
A724,5054267015319,18,2.35,2.35
A280,0000011328780,11,3.5,3.5
A626,5028635006018,13,0.55,0.55
A390,5000204539752,20,1.39,1.39
A835,9771746706242,5,1.9,1.9
A444,8700216105828,2,2.99,2.99
A427,5037331029498,22,0.49,0.49
A147,9770961878024,14,1.2,1.2
A615,5900951282478,13,11.79,11.79
A691,0000011452409,14,1.99,1.99
A123,8711327373105,5,3.69,3.69
A620,5034934827124,21,0.69,0.69
A697,3616302989003,10,1.99,1.99
A797,0615357000124,23,1.95,1.95
A819,5059001014542,18,1.19,1.19
A943,0886144245480,25,2.99,2.99
A327,5037156280586,17,0.99,0.99
A333,8700216962780,3,17.99,17.99
A188,5011417593271,19,2.99,2.99
A806,0000010422618,4,377.37,377.37
A167,5055918660117,23,1.59,1.59
A142,9770957623355,8,1.2,1.2
A570,5000101510137,2,0.99,0.99
A423,5010338206840,7,1.19,1.19
A210,5056555208571,10,4.99,4.99
A734,0000010674062,1,79.99,79.99
A570,0000010434000,13,2.49,2.49
A599,0000010698716,12,4.99,4.99
A607,0000010425480,5,0.69,0.69
A35,0000010340356,19,5.99,5.99
A834,5055918661459,4,1.79,1.79
A203,5000382114222,15,0.39,0.39
A738,9771353393255,24,2.15,2.15
A829,8720182841872,5,3.99,3.99
A659,5010394001502,4,0.95,0.95
A16,9770307042416,4,2.5,2.5
A397,0840056146662,22,0.49,0.49
A406,5061058241291,20,2.99,2.99
A341,5060992822597,12,0.79,0.79
A344,0000010417874,23,0.02,0.02
A68,9771366777141,12,2.6,2.6
A788,5000171058874,17,3.65,3.65
A197,0000010386781,4,3.99,3.99
A826,0000010447420,12,14,14
A796,5010438020988,19,0.29,0.29
A555,0615357123298,19,1.95,1.95
A150,5012583105091,23,3.99,3.99
A584,0000010334584,3,0.02,0.02
A655,0000013525637,9,6,6
A154,5060563218385,22,2.49,2.49
A571,9770956159329,6,4.8,4.8
A59,5060903870341,13,1.99,1.99
A599,5054267011304,23,0.69,0.69
A696,0083078010881,8,3.49,3.49
A552,0000010414828,6,4.99,4.99
A661,5055918653461,5,1.99,1.99
A788,0000010328446,1,10,10
A115,0810020170580,17,0.99,0.99
A370,9770956808272,2,3,3
A81,5057566483117,24,1.69,1.69
A257,5028184451109,4,2.39,2.39
A631,0000010327043,22,8,8
A750,4972842330026,15,1.29,1.29
A933,0655762000111,12,1.49,1.49
A679,0071570001667,22,0.89,0.89
A181,9771750958057,16,2.4,2.4
A165,8720181684241,24,10.99,10.99
A744,0000010723111,17,14,14
A193,0194735183661,3,7.99,7.99
A659,5056369134981,24,1.99,1.99
A599,5000112674590,7,1.49,1.49
A795,0000010344057,17,1.49,1.49
A719,5033996019041,5,0.59,0.59
A342,0000011736899,2,0.99,0.99
A55,5000382110156,24,1.99,1.99
A226,0000013959326,22,8.66,8.66
A370,7622201729295,5,0.99,0.99
A369,5032608077721,12,0.79,0.79
A851,5022825001982,9,1.75,1.75
A71,0000010945834,14,5.99,5.99
A835,9781802493016,8,2.79,2.79
A938,8001090364203,17,0.99,0.99
A661,5056079900920,1,0.49,0.49
A464,9770967309249,7,2.5,2.5
A745,5034934827094,20,0.69,0.69
A380,9771748839054,4,2.25,2.25
A86,8445291334007,18,3.49,3.49
A144,5060944461331,4,1.99,1.99
A232,9771367059055,9,2.25,2.25
A807,9770141055900,5,3.99,3.99
A806,5029066024176,20,1.99,1.99
A730,0000010691960,10,1.29,1.29
A438,0000010890653,11,1.85,1.85
